Classe,Número,Link,Url,Relator Atual,Nome Ministro (a),Tipo Decisão,Orgão Julgador,Data Autuação,Indicador de  Processo em Tramitação,Data Baixa,Subgrupo Andamento Comissão,Andamento,Observação Andamento,Ramo Direito Novo,Assuntos,Classificação,Origem:,Relator:,Redator do acórdão:,Relator do último incidente:,REQTE.(S),ADV.(A/S),INTDO.(A/S),PROC.(A/S)(ES)
ADI,6069,ADI-6069,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5625383,MIN. GILMAR MENDES,MIN. GILMAR MENDES,MONOCRÁTICA,MIN. GILMAR MENDES,6/2/2019,Sim,,Decisão Interlocutória,Deferido,"""A Associação Brasileira de Magistrados do Trabalho - ABMT, por meio da Petição nº 72389/2020 (eDOC 52), requer seu ingresso no feito na qualidade de amicus curiae.

Tendo em vista a relevância da questão constitucional discutida e a representatividade da postulante, defiro o pedido, com fundamento no art. 7º, § 2º, da Lei 9.868/1999, para que possa intervir no feito na condição de amicus curiae, podendo apresentar memorial e proferir sustentação oral. 
À Secretaria, para a inclusão do nome do interessado.

Publique-se.""
",DIREITO DO TRABALHO,"1 - DIREITO DO TRABALHO2 - DIREITO DO TRABALHO | RESPONSABILIDADE CIVIL DO EMPREGADOR | INDENIZAÇAO POR DANO MORAL",Decisões,,,,,,,,
ADI,6069,ADI-6069,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5626228,MIN. GILMAR MENDES,MIN. GILMAR MENDES,MONOCRÁTICA,MIN. GILMAR MENDES,6/2/2019,Sim,,Decisão Interlocutória,Deferido,"""A Associação Brasileira dos Expostos ao Amianto - ABREA
(eDOC 23) requere seu ingresso no feito na qualidade de amicus curiae. Tendo em vista a relevância da questão constitucional discutida e a representatividade da postulante, defiro o pedido, com fundamento no art. 7º, § 2º, da Lei 9.868/1999, para que possa intervir no feito na condição de amicus curiae, podendo apresentar memorial e proferir sustentação oral. À Secretaria, para a inclusão do nome da interessada. Publique-se.""",DIREITO DO TRABALHO,"1 - DIREITO DO TRABALHO2 - DIREITO DO TRABALHO | RESPONSABILIDADE CIVIL DO EMPREGADOR | INDENIZAÇAO POR DANO MORAL",Decisões,,,,,,,,
ADI,6070,ADI-6070,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5626228,MIN. ALEXANDRE DE MORAES,MIN. ALEXANDRE DE MORAES,MONOCRÁTICA,MIN. ALEXANDRE DE MORAES,7/2/2019,Não,25/3/2019,Decisão Final,Extinto o processo,"Em 21.2.2019: ""...JULGO EXTINTO o processo, sem resolução de
mérito, com base no art. 21, IX, do Regimento Interno do Supremo
Tribunal Federal e no art. 485, VI, do Código de Processo Civil.
Publique-se.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIÇOS | SAÚDE",Decisões,,,,,,,,
ADI,6071,ADI-6071,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5626962,MIN. ALEXANDRE DE MORAES,MIN. ALEXANDRE DE MORAES,MONOCRÁTICA,MIN. ALEXANDRE DE MORAES,7/2/2019,Não,4/10/2019,Decisão Final,Extinto o processo,"Em 6.9.2019: ""...revogo a medida cautelar concedida pela decisão
monocrática de 28/3/2019 (doc. 14) e JULGO EXTINTO o processo sem
resolução de mérito, com base nos arts. 21, IX, do Regimento Interno do
Supremo Tribunal Federal e 485, VI, do Código de Processo Civil de 2015. Considerando a extinção do processo, ficam prejudicados o pedido
de pauta de julgamento (doc. 14) e o requerimento de prazo para
regularização da representação processual (petição/STF nº 44661/2019,
doc. 25).
Publique-se.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MEIO AMBIENTE | FAUNA",Decisões,,,,,,,,
ADI,6071,ADI-6071,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5627068,MIN. ALEXANDRE DE MORAES,MIN. ALEXANDRE DE MORAES,MONOCRÁTICA,MIN. ALEXANDRE DE MORAES,7/2/2019,Não,4/10/2019,Decisão Liminar,Liminar deferida,"Em 28.3.2019: ""...CONCEDO A MEDIDA CAUTELAR pleiteada, ad referendum do
Plenário desta SUPREMA CORTE, para suspender os efeitos do art. 59,
IV, da Lei 11.140/2018 do Estado da Paraíba.
Comunique-se a Assembleia Legislativa e o Governador do Estado
da Paraíba para ciência e cumprimento desta decisão, solicitando-lhes
informações, no prazo máximo de 10 (dez) dias. Após esse prazo, dê-se
vista ao Advogado-Geral da União e ao Procurador-Geral da República,
sucessivamente, no prazo de 5 (cinco) dias, para que cada qual se
manifeste na forma do art. 12 da Lei 9.868/1999.
Nos termos do art. 21, X, do Regimento Interno do Supremo
Tribunal Federal, peço dia para julgamento, pelo Plenário, do referendo
da medida ora concedida.
Publique-se. Intimem-se.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | MEIO AMBIENTE | FAUNA",Decisões,,,,,,,,
ADI,6072,ADI-6072,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5627068,MIN. ROBERTO BARROSO,MIN. ROBERTO BARROSO,COLEGIADA,TRIBUNAL PLENO - SESSÃO VIRTUAL,7/2/2019,Não,7/10/2019,Decisão Final,Procedente,"Decisão: O Tribunal, por unanimidade, julgou procedente o pedido formulado na ação direta para declarar a inconstitucionalidade dos arts. 2º, 3º e 4º da Lei nº 15.188, de 03.06.2018, do Estado do Rio Grande do Sul, nos termos do voto do Relator. Não participou deste julgamento, por motivo de licença médica, o Ministro Celso de Mello. Plenário, Sessão Virtual de 23.8.2019 a 29.8.2019.",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA /",Decisões,,,,,,,,
ADI,6072,ADI-6072,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5627069,MIN. ROBERTO BARROSO,MIN. ROBERTO BARROSO,MONOCRÁTICA,MIN. ROBERTO BARROSO,7/2/2019,Não,7/10/2019,Decisão Liminar,"Adotado rito do Art. 12, da Lei 9.868/99","Em 13/02/2019: ""(...) Em face da presença dos requisitos legais, aplico o rito
abreviado do art. 12 da Lei nº 9.868/1999, de modo a permitir a célere e
definitiva resolução da questão. Assim, determino as seguintes
providências: (i) solicitem-se informações à Assembleia Legislativa do
Estado do Rio Grande do Sul; (ii) em seguida, encaminhem-se os autos ao
Advogado-Geral da União para manifestação no prazo de cinco dias; e, (iii) sucessivamente, colha-se o parecer da Procuradora-Geral da
República, também no prazo de cinco dias.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA /",Decisões,,,,,,,,
ADI,6073,ADI-6073,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5627069,MIN. EDSON FACHIN,MIN. EDSON FACHIN,COLEGIADA,TRIBUNAL PLENO - SESSÃO VIRTUAL,14/2/2019,Não,9/7/2020,Decisão Final,Procedente,"Decisão: O Tribunal, por unanimidade, julgou procedente o pedido formulado na ação direta  para, confirmando a decisão liminar, declarar a inconstitucionalidade da totalidade da Lei 895/2013 do Estado de Roraima, nos termos do voto do Relator. Não participou deste julgamento, por motivo de licença médica, o Ministro Celso de Mello. Plenário, Sessão Virtual de 20.3.2020 a 26.3.2020.",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE,Decisões,,,,,,,,
ADI,6073,ADI-6073,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5632421,MIN. EDSON FACHIN,MIN. EDSON FACHIN,MONOCRÁTICA,MIN. EDSON FACHIN,14/2/2019,Não,9/7/2020,Decisão Liminar,Liminar deferida,"Em 20/02/2019: ""(...) Desse modo, sem prejuízo de posterior análise mais detida sobre a
questão, e diante da verossimilhança do direito (fumus boni iuris) e do
perigo de dano iminente pela demora do julgamento (periculum in mora)
antevisto, o que justifica a urgência em caráter de exceção, concedo a
medida cautelar pleiteada, ad referendum do Plenário deste Supremo
Tribunal Federal, nos termos do artigo 21, V do Regimento Interno do
Supremo Tribunal Federal, para suspender a eficácia da Lei 895/2013 do
Estado de Roraima.
Inclua-se em pauta.
Comunique-se.
Solicitem-se informações à Assembleia Legislativa do Estado de
Roraima (art. 10 da Lei 9.868/1999).
Após, abra-se vista ao Advogado-Geral da União e ao ProcuradorGeral
da República (art. 10, § 1º da Lei 9.868/1999). """,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE,Decisões,,,,,,,,
ADI,6075,ADI-6075,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5632421,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,MONOCRÁTICA,MIN. MARCO AURÉLIO,15/2/2019,Sim,,Decisão Liminar,"Adotado rito do Art. 12, da Lei 9.868/99","""(...) 3. Aciono o disposto no artigo 12 da Lei nº 9.868/1999. Providenciem as informações, a manifestação da Advocacia-Geral da União e o parecer da Procuradoria-Geral da República.

4. Publiquem.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE,Decisões,,,,,,,,
ADI,6076,ADI-6076,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5633321,MIN. CÁRMEN LÚCIA,MIN. CÁRMEN LÚCIA,MONOCRÁTICA,MIN. CÁRMEN LÚCIA,15/2/2019,Não,2/3/2020,Decisão Final,Prejudicado,,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA /",Decisões,,,,,,,,
ADI,6077,ADI-6077,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5633620,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,COLEGIADA,TRIBUNAL PLENO,18/2/2019,Não,8/11/2019,Decisão em recurso interno,Agravo regimental não provido,"Decisão: O Tribunal, por unanimidade, conheceu do agravo e negou-lhe provimento, nos termos do voto do Relator. Não participaram, justificadamente, deste julgamento, os Ministros Gilmar Mendes e Luiz Fux. Presidência do Ministro Dias Toffoli. Plenário, 12.06.2019.",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA /,Decisões,,,,,,,,
ADI,6077,ADI-6077,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5635400,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,COLEGIADA,TRIBUNAL PLENO,18/2/2019,Não,8/11/2019,Decisão em recurso interno,Embargos rejeitados,"Decisão: O Tribunal, por unanimidade, negou provimento aos embargos de declaração, nos termos do voto do Relator. Ausentes, justificadamente, os Ministros Cármen Lúcia e Luiz Fux. Presidência do Ministro Dias Toffoli. Plenário, 10.10.2019.",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA /,Decisões,,,,,,,,
ADI,6077,ADI-6077,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5635400,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,MONOCRÁTICA,MIN. MARCO AURÉLIO,18/2/2019,Não,8/11/2019,Decisão Final,Negado seguimento,em 13/03/2019,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA /,Decisões,,,,,,,,
ADI,6078,ADI-6078,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5635400,MIN. RICARDO LEWANDOWSKI,MIN. RICARDO LEWANDOWSKI,COLEGIADA,TRIBUNAL PLENO,18/2/2019,Sim,,Decisão em recurso interno,Agravo regimental não provido,"Decisão: O Tribunal, por unanimidade, negou provimento ao agravo regimental, nos termos do voto do Relator. Plenário, Sessão Virtual de 24.5.2019 a 30.5.2019.",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA /,Decisões,,,,,,,,
ADI,6078,ADI-6078,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5635488,MIN. RICARDO LEWANDOWSKI,MIN. RICARDO LEWANDOWSKI,MONOCRÁTICA,MIN. RICARDO LEWANDOWSKI,18/2/2019,Sim,,Decisão Final,Extinto o processo,"""(...) Isso posto, em face da manifesta ilegitimidade ad causam da
requerente, julgo extinta esta ação direta de inconstitucionalidade, sem
resolução de mérito (RISTF, art. 21, § 1º).
Publique-se.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA /,Decisões,,,,,,,,
ADI,6079,ADI-6079,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5635488,MIN. LUIZ FUX,MIN. LUIZ FUX,COLEGIADA,TRIBUNAL PLENO - SESSÃO VIRTUAL,18/2/2019,Não,3/4/2020,Decisão em recurso interno,Agravo regimental não provido,"Decisão: O Tribunal, por unanimidade, negou provimento ao agravo regimental, nos termos do voto do Relator. Ausente, por motivo de licença médica, o Ministro Celso de Mello. Plenário, Sessão Virtual de 7.2.2020 a 13.2.2020.",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA /,Decisões,,,,,,,,
ADI,6079,ADI-6079,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5635660,MIN. LUIZ FUX,MIN. LUIZ FUX,MONOCRÁTICA,MIN. LUIZ FUX,18/2/2019,Não,3/4/2020,Decisão Final,Não conhecido(s),"""[...] NÃO CONHEÇO a presente ação direta de inconstitucionalidade, com fundamento no artigo 4º da Lei federal 9.868/1999 e no artigo 21, § 1º, do RISTF. Resta prejudicado o pedido de medida cautelar. Publique-se.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA /,Decisões,,,,,,,,
ADI,6080,ADI-6080,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5635660,MIN. MARCO AURÉLIO,MIN. MARCO AURÉLIO,MONOCRÁTICA,MIN. MARCO AURÉLIO,19/2/2019,Sim,,Decisão Final,Negado seguimento,"em 23/5/2019: ""(...) 3. Nego seguimento ao pedido, tornando sem efeito a decisão formalizada em 12 de março de 2019, por meio da qual liberado o processo para inclusão na pauta dirigida do Pleno visando a apreciação do pleito de concessão de liminar.

4. Encaminhem cópia deste ato à Presidência do Supremo.

5. Publiquem.""
",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ORGANIZAÇÃO POLÍTICO-ADMINISTRATIVA /",Decisões,,,,,,,,
ADI,6081,ADI-6081,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5636372,MIN. RICARDO LEWANDOWSKI,MIN. RICARDO LEWANDOWSKI,MONOCRÁTICA,MIN. RICARDO LEWANDOWSKI,22/2/2019,Sim,,Decisão Liminar,"Adotado rito do Art. 12, da Lei 9.868/99","Em 25/02/2019: ""(...) Assim, devido à relevância da matéria e o seu especial significado
para a ordem social e a segurança jurídica, adoto o procedimento
abreviado previsto no art. 12 da Lei 9.868/1999.
Isso posto, solicitem-se informações à Assembleia Legislativa do
Estado de Santa Catarina.
Após, ouça-se, sucessivamente, a Advocacia-Geral da União e a
Procuradoria-Geral da República.
Publique-se.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | ORÇAMENTO | REPASSE DE VERBAS PÚBLICAS,Decisões,,,,,,,,
ADI,6082,ADI-6082,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5639741,MIN. GILMAR MENDES,MIN. GILMAR MENDES,MONOCRÁTICA,MIN. GILMAR MENDES,25/2/2019,Sim,,Decisão Interlocutória,Deferido,"""A Associação Brasileira de Magistrados do Trabalho -
ABMT, por meio da Petição nº 72394/2020 (eDOC 40), requer seu ingresso
no feito na qualidade de amicus curiae.
Tendo em vista a relevância da questão constitucional discutida e a
representatividade da postulante, defiro o pedido, com fundamento no
art. 7º, § 2º, da Lei 9.868/1999, para que possa intervir no feito na condição
de amicus curiae, podendo apresentar memorial e proferir sustentação
oral.
À Secretaria, para a inclusão do nome da interessada e seus
procuradores.
Publique-se.""",DIREITO DO TRABALHO,1 - DIREITO DO TRABALHO | RESPONSABILIDADE CIVIL DO EMPREGADOR | INDENIZAÇÃO POR DANO MATERIAL,Decisões,,,,,,,,
ADI,6082,ADI-6082,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5640983,MIN. GILMAR MENDES,MIN. GILMAR MENDES,MONOCRÁTICA,MIN. GILMAR MENDES,25/2/2019,Sim,,Decisão Interlocutória,Deferido,"""A Confederação Nacional do Transporte – CNT, por meio da petição nº 16274/2019 (eDoc 15), requer seu ingresso no feito na condição de amicus curiae.
Tendo em vista a relevância da questão constitucional discutida e a representatividade da postulante, defiro o pedido, com fundamento no art. 7º, § 2º, da Lei 9.868/1999, para que possa intervir no feito na condição de amicus curiae, podendo apresentar memorial e proferir sustentação oral.
À Secretaria, para a inclusão do nome do interessado e de seus patronos.

Publique-se.""
",DIREITO DO TRABALHO,1 - DIREITO DO TRABALHO | RESPONSABILIDADE CIVIL DO EMPREGADOR | INDENIZAÇÃO POR DANO MATERIAL,Decisões,,,,,,,,
ADI,6082,ADI-6082,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5640983,MIN. GILMAR MENDES,MIN. GILMAR MENDES,MONOCRÁTICA,MIN. GILMAR MENDES,25/2/2019,Sim,,Decisão Liminar,"Adotado rito do Art. 12, da Lei 9.868/99",,DIREITO DO TRABALHO,1 - DIREITO DO TRABALHO | RESPONSABILIDADE CIVIL DO EMPREGADOR | INDENIZAÇÃO POR DANO MATERIAL,Decisões,,,,,,,,
ADI,6083,ADI-6083,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5640983,MIN. ROSA WEBER,MIN. ROSA WEBER,COLEGIADA,TRIBUNAL PLENO - SESSÃO VIRTUAL,25/2/2019,Não,5/3/2020,Decisão Final,Procedente,"Decisão: O Tribunal, por unanimidade, conheceu da ação direta, confirmou a medida cautelar e julgou procedente o pedido para declarar a inconstitucionalidade formal da Lei nº 8.217/2018 do Estado do Rio de Janeiro, nos termos do voto da Relatora. Plenário, Sessão Virtual de 22.11.2019 a 28.11.2019.",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE,Decisões,,,,,,,,
ADI,6083,ADI-6083,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5641237,MIN. ROSA WEBER,MIN. ROSA WEBER,MONOCRÁTICA,MIN. ROSA WEBER,25/2/2019,Não,5/3/2020,Decisão Interlocutória,Deferido,"Em 15.10.2019:(...) Defiro, pois, o pedido, facultadas a apresentação de informações e de memoriais, bem como a sustentação oral por ocasião do julgamento do mérito da presente ação constitucional.
À Secretaria para a inclusão do nome do interessado e respectivos patronos e patronas indicados. Publique-se.",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE,Decisões,,,,,,,,
ADI,6083,ADI-6083,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5641237,MIN. ROSA WEBER,MIN. ROSA WEBER,MONOCRÁTICA,MIN. ROSA WEBER,25/2/2019,Não,5/3/2020,Decisão Liminar,Liminar deferida,"""(...) 10 . Ante o exposto, forte no art. 10º, § 3º, da Lei nº 9.868/1999, e no art. 21, V, do Regimento Interno do Supremo Tribunal Federal, e com o caráter precário próprio aos juízos cautelares e provisórios, e sem prejuízo de exame mais aprofundado quando do julgamento do mérito, defiro o pedido de medida cautelar, ad referendum do Tribunal Pleno, para suspender, até o julgamento do mérito desta ação, os efeitos da Lei n. 8.217/2018 do Estado do Rio de Janeiro.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE,Decisões,,,,,,,,
ADPF,565,ADPF-565,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5641237,MIN. RICARDO LEWANDOWSKI,MIN. RICARDO LEWANDOWSKI,COLEGIADA,TRIBUNAL PLENO,25/2/2019,Não,13/8/2019,Decisão em recurso interno,Agravo regimental não provido,"Decisão: O Tribunal, por unanimidade, negou provimento ao agravo regimental, nos termos do voto do Relator. Plenário, Sessão Virtual de 10.5.2019 a 16.5.2019.",DIREITO ELEITORAL E PROCESSO ELEITORAL,1 - DIREITO ELEITORAL E PROCESSO ELEITORAL | MANDATO | IMPUGNAÇÃO DE MANDATO ELETIVO,Decisões,,,,,,,,
ADPF,565,ADPF-565,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5640666,MIN. RICARDO LEWANDOWSKI,MIN. RICARDO LEWANDOWSKI,COLEGIADA,TRIBUNAL PLENO,25/2/2019,Não,13/8/2019,Decisão em recurso interno,Embargos rejeitados,"Decisão: O Tribunal, por unanimidade, rejeitou os embargos de declaração, nos termos do voto do Relator. Plenário, Sessão Virtual de 14.6.2019 a 21.6.2019.",DIREITO ELEITORAL E PROCESSO ELEITORAL,1 - DIREITO ELEITORAL E PROCESSO ELEITORAL | MANDATO | IMPUGNAÇÃO DE MANDATO ELETIVO,Decisões,,,,,,,,
